task_id,rubric_item_id,weight,criterion,method,implementation_note,owner
a941b6d8-4289-4500-b45a-f8e4fc94a724,1015fbd6-9566-4c9a-bad3-5aba5767ba87,2,Tracks and matches scale of the Base Clip’s window and applies it to the Overlay Clip,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,633f9d49-eb21-4ef1-9b43-bbc70bacc1c0,2,Tracks and matches perspective of the Base Clip’s window and applies it to the Overlay Clip,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,ad4fb220-a7e7-4d0c-a6b3-eb35c17d5a58,1,Window corners or key features remain aligned with the Base Clip throughout the shot,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,c97fe5a5-47b4-45ba-a346-df7420d7a1c5,1,Motion blur within the window content is consistent with the Base Clip’s camera movement,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,ee24d831-fc9d-48b7-999c-bd48d3f7e696,1,Window border integrates without visible hard cutout edges or seams,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,b5587f14-aa0d-4fbb-bf0f-923acac7f990,2,Color grades the Overlay Clip to match the Base Clip’s look,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,75659830-5609-4bdf-8c5e-486d4b01d370,1,Overlay exposure/brightness is matched so the actor is not noticeably brighter or darker than the Base Clip,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,6346aaad-1412-4168-88c6-3058c54a0ea7,1,Overlay contrast and saturation are consistent with the Base Clip,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,8c087e61-1410-48fe-a746-23dfcbb4d31f,1,Overlay grain/noise level is comparable to the Base Clip,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,c512d946-4552-4e96-afac-6f438765c69f,2,Adds a flash of light at the exact moment the actor disappears,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,184e8aa3-3140-4864-bd6e-1cfa41aad191,1,Flash timing occurs within ±1 frame of the disappearance moment,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,ab455c43-5aa4-428a-b301-8e853a534276,1,Flash intensity sells the teleportation beat without excessive clipping of the frame,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,8e16ff65-60ee-4c0f-abf2-1c131610a8dc,1,Flash decays over subsequent frames (not a single static frame),,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,0bdac436-c69b-4749-bd25-b90a616512ba,1,Flash interaction includes brightness lift on nearby scene elements to integrate the effect,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,4fc24775-7324-4137-b755-0cdb176a43d5,2,Adds royalty‑free smoke VFX into the window area after the disappearance,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,bcc742cf-ad8a-4369-a5ab-34f1cfbc23eb,1,Smoke appears within 0–5 frames after the flash,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,25ee7561-8897-4827-b61f-83ca04fc06a4,1,Smoke is composited without visible rectangular edges or black boxes,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,3034ce34-64f1-4b21-b751-9135027cf841,1,Smoke scale and placement are consistent with the window’s tracked perspective,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,3d8a2966-b136-4661-b1d6-c1ffca6a2cf9,1,No visible watermarks or stock logos are present in the smoke or added VFX,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,3753b276-38e5-4850-91dc-0aca41b8cc8d,2,The effect clearly communicates that the actor vanishes from within the teleportation machine window,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,11a1d5ee-bfe8-454e-905e-ed848883c816,1,"After disappearance, the window appears empty with no residual overlays that contradict the disappearance",,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,00ae577b-fbbd-4ffa-a975-c38e9c3deed0,1,Cutting points around the disappearance are motivated and not distracting,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,e14f62d8-a68b-4013-8243-d22135b51ba6,1,No letterboxing or pillarboxing is introduced; the 3840×2160 frame is fully utilized,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,9b19d96b-1999-4142-a678-b1c3a102509f,1,"Final video contains no visible encoding glitches, macroblocking, or frame tearing",,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,559f5f8c-ae64-4c48-beaa-4f5e07ad3d2e,1,"If an audio track is present, it contains no unintended pops, clipping, or added noise; silence is acceptable",,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,69b77755-dad8-4c66-8abe-71e974a2b0a1,1,"If a room-lighting flicker is added, it is synchronized with the flash.",,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,ac9f81f3-90e6-410c-89fa-af60e02121ac,5,Overall formatting and style of the deliverable,,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,e5edbbbd-bb5a-4e59-a870-46269d9ad7cd,1,"Final file name is descriptive and identifiable (e.g., includes project name or shot ID).",,,
a941b6d8-4289-4500-b45a-f8e4fc94a724,4f71d27f-0ad4-41ba-80cf-d4dbefccab84,1,Stock media used is royalty-free as per the prompt.,,,
